FALSE_DATA,ageAtBirth,ageAtQ,ethnicity,marital,rural,edu,occClass,income,imd,home,belief,identity,identity_denom,attend,lca,climateChanging,climateConcern,climateHumans,climateAction,travel,waste,energy,buy,airTravel,elecCar,localFood,recycle,plastic,sustainable,insulation,solar,veg,trees,avoidFossil,children,otherAction,meatDairy,totalActions,totalActions_reduced
FALSE_DATA,35,65,White,Married,Urban,Degree,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,Climate,No,No,Other,No,Other,Climate,Climate,Climate,No,No,Other,Other,No,No,NA,NA,NA,NA
FALSE_DATA,23,53,White,Married,Urban,A level,II,300 - 399,Quintile 3,Council/HA,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,No,No,NA,NA,NA,NA
FALSE_DATA,37,66,White,Married,Rural,A level,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Other,No,No,Climate,Climate,Climate,Other,Climate,No,No,No,No,No,NA,No,6,5
FALSE_DATA,34,63,White,Married,Rural,O level,III (non-manual),>400,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,No,Other,Other,Climate,Other,Climate,Climate,Climate,Climate,Climate,Other,No,Other,No,No,No,No,Climate,7,6
FALSE_DATA,40,71,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Catholic,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Other,No,No,No,Climate,Climate,No,Climate,No,Other,No,No,No,No,No,5,4
FALSE_DATA,30,60,White,Married,Urban,Degree,III (non-manual),300 - 399,Quintile 2,Owned/Mortgaged,Yes,Christian,Catholic,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,Other,No,Other,No,NA,Climate,8,8
FALSE_DATA,31,60,White,Married,Urban,Degree,I,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,No,Climate,Climate,No,No,ClimateOther,Climate,Climate,Climate,ClimateOther,Climate,No,No,No,No,NA,Climate,10,8
FALSE_DATA,32,62,White,Married,Urban,O level,III (non-manual),100 - 199,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,NA,No,No,No,No,No,No,NA,No,NA,NA
FALSE_DATA,32,62,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,Climate,Other,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,6,5
FALSE_DATA,27,57,White,Married,Urban,Vocational,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,NA,No,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,NA,NA,NA
FALSE_DATA,27,56,White,Married,Urban,O level,III (non-manual),200 - 299,Quintile 2,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes maybe,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,No,No,No,No,No,Other,No,No,No,No,No,No,No,No,NA,No,1,1
FALSE_DATA,25,55,White,Married,Urban,O level,III (non-manual),300 - 399,Quintile 3,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for some of it",Yes,No,Other,Climate,Climate,Other,No,No,Climate,Climate,Climate,Other,No,No,Climate,No,No,NA,No,6,6
FALSE_DATA,31,61,White,Married,Rural,Degree,I,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,Climate,8,8
FALSE_DATA,30,60,White,Married,Urban,O level,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Very concerned,"Yes, for most of it",Yes,No,Other,Other,Other,Other,No,No,Other,Other,Other,No,No,Other,No,No,No,No,ClimateOther,1,1
FALSE_DATA,28,57,White,Married,Urban,O level,III (non-manual),>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Regular,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,No,Other,No,No,Climate,Climate,No,Other,No,No,No,No,No,NA,No,4,4
FALSE_DATA,27,57,White,Married,Urban,O level,III (non-manual),200 - 299,Quintile 2,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Probably not,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,ClimateOther,No,Other,No,No,Climate,Climate,No,ClimateOther,No,No,No,No,No,No,No,5,4
FALSE_DATA,29,58,White,Never married,Urban,O level,IV/V,<100,Quintile 3,Council/HA,Not sure,None,None,Regular,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",No,No,No,No,No,No,No,No,Climate,Climate,Climate,Other,No,Other,NA,No,No,NA,Other,NA,NA
FALSE_DATA,36,66,White,Married,Urban,O level,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,NA,Climate,Climate,Climate,NA,No,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,No,ClimateOther,NA,NA
FALSE_DATA,32,62,White,Married,Urban,Degree,I,>400,Quin. 5/Most deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Climate,No,Climate,Other,Other,Climate,Climate,Climate,Climate,Climate,No,No,Other,No,No,NA,NA,NA,NA
FALSE_DATA,31,60,White,Married,Urban,O level,II,300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Other,Other,Climate,Climate,Other,No,Other,Other,No,No,No,Other,5,5
FALSE_DATA,35,65,White,Married,Urban,Degree,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Other,Climate,No,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,NA,Climate,7,7
FALSE_DATA,38,69,White,Married,Urban,Degree,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for some of it",Not sure,No,No,Climate,Climate,Other,Climate,No,Climate,Climate,Climate,Climate,No,No,No,No,No,NA,Climate,8,6
FALSE_DATA,32,62,White,Never married,Urban,A level,II,100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Not very concerned,"Yes, for most of it",Yes,No,Other,Other,No,No,No,Other,Other,Other,Other,Other,Climate,No,Other,No,No,No,Other,1,0
FALSE_DATA,23,54,White,Married,Urban,A level,II,100 - 199,Quintile 2,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,Climate,NA,Climate,Climate,Climate,NA,NA,No,No,NA,No,No,No,NA,NA
FALSE_DATA,33,63,White,Married,Urban,O level,III (non-manual),300 - 399,Quintile 2,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for some of it",Yes,Other,Climate,Other,Other,Other,No,Other,Climate,Climate,Climate,Other,No,Other,Other,No,No,Other,No,4,4
FALSE_DATA,29,59,White,Married,Urban,A level,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Somewhat concerned,"Yes, for some of it",No,No,Other,Other,No,No,No,Other,Other,No,NA,No,No,No,No,No,No,No,No,NA,NA
FALSE_DATA,26,55,White,Married,Rural,Degree,I,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,Other,No,Other,Climate,No,Climate,No,Climate,Climate,Other,No,No,No,No,No,No,No,Other,4,3
FALSE_DATA,26,57,White,Married,Urban,O level,III (manual),100 - 199,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,No,Other,7,7
FALSE_DATA,34,64,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for some of it",Yes,Climate,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Other,No,No,No,No,No,No,ClimateOther,9,8
FALSE_DATA,32,61,White,Married,Rural,Vocational,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,Climate,Other,No,Other,No,Other,Climate,Climate,No,No,No,No,No,No,No,No,Other,3,3
FALSE_DATA,34,64,White,Married,Urban,Degree,III (non-manual),300 - 399,Quintile 2,Owned/Mortgaged,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,No,No,Climate,No,No,NA,ClimateOther,12,10
FALSE_DATA,35,65,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Climate,No,Climate,No,NA,ClimateOther,11,9
FALSE_DATA,36,65,White,Married,Rural,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,ClimateOther,ClimateOther,Other,No,Climate,Climate,Climate,Climate,No,No,No,ClimateOther,Other,No,NA,No,8,8
FALSE_DATA,32,63,White,Married,Rural,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,NA,Climate,Climate,ClimateOther,No,Other,NA,No,No,No,ClimateOther,NA,NA
FALSE_DATA,32,63,White,Married,Urban,Vocational,III (non-manual),200 - 299,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,Other,Other,Other,No,NA,No,Climate,Climate,Climate,Other,Other,No,Other,No,No,NA,NA,No,NA,3
FALSE_DATA,37,67,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",Not sure,Other,Climate,No,No,No,No,Other,Climate,Climate,Climate,No,No,Other,ClimateOther,Climate,No,Climate,NA,NA,NA
FALSE_DATA,25,55,White,Sep/Div/Widow,Urban,O level,III (non-manual),100 - 199,Quin. 5/Most deprived,Rented,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",No,No,Other,Other,NA,No,No,Other,Other,Other,No,No,No,No,No,Other,No,NA,No,NA,NA
FALSE_DATA,30,60,White,Married,Rural,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Other,Climate,Climate,Other,No,No,No,No,Climate,No,No,NA,NA,NA
FALSE_DATA,28,58,White,Married,Urban,A level,II,>400,Quintile 2,Owned/Mortgaged,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,No,Other,No,No,No,Climate,Climate,No,Other,No,No,No,No,No,No,No,3,3
FALSE_DATA,33,63,White,Married,Urban,O level,II,200 - 299,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Other,Climate,Climate,No,No,Climate,Climate,Climate,Climate,Climate,Climate,Other,No,No,No,NA,Climate,9,7
FALSE_DATA,28,58,White,Married,Urban,A level,III (non-manual),>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,NA,NA,NA,No,ClimateOther,ClimateOther,ClimateOther,Climate,No,ClimateOther,ClimateOther,Climate,Other,ClimateOther,No,Other,No,No,No,No,No,8,6
FALSE_DATA,33,62,White,Married,Rural,Degree,I,200 - 299,Quintile 3,Owned/Mortgaged,Not sure,Christian,Catholic,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,NA,Other,Climate,Climate,Climate,Other,No,No,No,Climate,No,No,NA,NA,NA
FALSE_DATA,34,64,White,Married,Rural,O level,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Not very concerned,"Yes, for some of it",No,No,No,No,No,No,No,Other,Climate,Climate,Climate,NA,No,No,No,NA,No,No,No,NA,NA
FALSE_DATA,37,67,White,Married,Urban,O level,III (non-manual),100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,No,Other,No,No,Other,No,Climate,No,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,29,59,White,Married,Rural,Degree,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,ClimateOther,No,No,No,No,No,NA,Other,8,7
FALSE_DATA,24,55,White,Married,Urban,O level,III (non-manual),200 - 299,Quin. 5/Most deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Not very concerned,"Yes, for some of it",Not sure,Other,No,Other,Other,Climate,No,No,No,No,No,No,Other,No,No,No,No,NA,No,1,0
FALSE_DATA,32,62,White,Never married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,NA,Other,5,5
FALSE_DATA,30,60,White,Never married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Other,Climate,Climate,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,NA,No,6,5
FALSE_DATA,30,60,White,Married,Rural,Degree,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,Catholic,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Other,Other,Climate,No,No,Other,Other,Other,Other,Other,No,No,Other,No,No,NA,Climate,2,2
FALSE_DATA,33,63,White,Married,Urban,O level,II,200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Very concerned,"Yes, for most of it",Yes,No,Other,No,Other,Climate,No,No,Climate,Climate,Other,No,No,Climate,No,Climate,No,No,No,5,3
FALSE_DATA,22,53,White,Never married,Urban,O level,III (non-manual),>400,Quin. 5/Most deprived,Council/HA,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Other,No,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,No,No,5,5
FALSE_DATA,25,54,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Catholic,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Other,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,9,8
FALSE_DATA,31,62,White,Married,Rural,A level,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for some of it",Not sure,No,Climate,Climate,No,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,No,4,4
FALSE_DATA,28,58,White,Never married,Rural,A level,II,200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Other,Other,Other,Other,No,Other,Other,Other,Other,Other,No,Other,No,No,No,NA,No,0,0
FALSE_DATA,34,63,White,Married,Urban,Vocational,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,NA,No,No,Other,Other,Climate,Other,No,No,Other,No,No,No,No,Other,NA,NA
FALSE_DATA,23,53,White,Never married,Urban,A level,II,100 - 199,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for most of it",Yes,No,No,Other,Other,Other,No,Other,Other,No,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,31,62,White,Married,Urban,Degree,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,No,Climate,Climate,Climate,Other,Climate,Climate,Other,Climate,Climate,No,No,No,Climate,No,No,NA,No,8,7
FALSE_DATA,34,64,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,Other,7,7
FALSE_DATA,28,59,White,Married,Urban,O level,II,200 - 299,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Other,Climate,Climate,No,No,Climate,Climate,Other,No,Climate,No,Climate,Climate,No,No,NA,No,7,5
FALSE_DATA,23,53,White,Married,Urban,CSE/None,III (non-manual),200 - 299,Quintile 4,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,No,Other,Climate,Climate,No,Other,No,No,No,No,No,NA,No,4,4
FALSE_DATA,22,52,White,Never married,Urban,O level,III (non-manual),300 - 399,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,ClimateOther,ClimateOther,ClimateOther,Other,No,Other,ClimateOther,ClimateOther,No,No,No,No,No,No,No,NA,Other,5,5
FALSE_DATA,33,63,White,Married,Urban,A level,II,>400,Quintile 4,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Other,Climate,No,Climate,ClimateOther,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,Climate,8,7
FALSE_DATA,29,59,White,Sep/Div/Widow,Urban,Vocational,III (non-manual),200 - 299,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Climate,No,No,No,No,Climate,Climate,Climate,No,No,No,Climate,No,No,No,Climate,7,7
FALSE_DATA,28,58,White,Married,Urban,A level,III (manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Other,Other,No,No,Other,Climate,Climate,No,No,No,No,No,No,No,No,Other,3,3
FALSE_DATA,28,58,White,Married,Urban,A level,IV/V,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,Climate,No,No,Other,Climate,Climate,No,ClimateOther,ClimateOther,No,No,No,No,NA,No,7,5
FALSE_DATA,27,58,White,Married,Urban,O level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for some of it",Not sure,Other,Climate,Other,No,Other,No,Other,Climate,ClimateOther,ClimateOther,Other,No,No,No,No,No,NA,No,4,4
FALSE_DATA,30,59,White,Never married,Urban,CSE/None,III (non-manual),100 - 199,Quintile 4,Council/HA,Yes,Christian,CofE,Occasional/None,Agnostic,Yes probably,Not at all concerned,"Yes, for some of it",Not sure,No,Climate,No,No,No,No,No,Climate,No,No,No,No,No,No,No,No,NA,No,2,2
FALSE_DATA,25,55,White,Sep/Div/Widow,Urban,O level,IV/V,100 - 199,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,Other,Other,No,No,No,Other,Other,Other,Other,No,No,No,No,No,No,No,Other,0,0
FALSE_DATA,26,56,White,Married,Urban,O level,III (non-manual),>400,Quintile 4,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,ClimateOther,8,8
FALSE_DATA,28,57,White,Married,Urban,A level,I,>400,Quintile 3,Owned/Mortgaged,Yes,Christian,Catholic,Regular,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,No,No,No,No,No,NA,Other,10,8
FALSE_DATA,30,61,White,Married,Rural,A level,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,No,No,No,Other,Climate,Climate,Climate,Other,No,Climate,No,No,No,NA,Climate,7,6
FALSE_DATA,29,59,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",Not sure,Other,Other,Other,Climate,Climate,No,NA,No,Other,No,No,No,Other,No,Climate,No,NA,Other,NA,NA
FALSE_DATA,24,54,White,Married,Urban,O level,II,200 - 299,Quintile 4,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Climate,Climate,Other,No,No,Other,No,Climate,No,No,No,No,No,No,No,No,No,NA,NA,NA
